Author First Name,Author Last Name,Title,Series,Series Number
 Benjamin,Curt,The Prince of Dreams,Seven Brothers,2
 Benton Rain,Patterson,The great American steamboat race: the Natchez and the Robert E. Lee and the climax of an era,,1
 Bernard,Cornwell,Harlequin,Cornwell's Grail Quest,1
 Bernard,Cornwell,Lords of the North,The Saxon Chronicles,3
 Bernard,Beckett,Genesis,,1
 Bernard,Cornwell,Stonehenge,,1
 Bernard,Cornwell,The Fort: A Novel of the Revolutionary War,,1
 Bernhard & Constantine,Schlink,Self's deception,Gerhard Self,2
 Bernhard & Popp,Schlink,Self's punishment,Gerhard Self,1
 Beryl,Bainbridge,Another part of the wood,,1
 Beryl,Bainbridge,Master Georgie,,1
 Beth,Solheim,At Witt's End,Sadie Witt Mystery,1
 Beth,Pattillo,The Sweetgum Ladies Knit for Love,Sweetgum Knit Lit,2
 Beth,Kery,Explosive,,1
 Betty,Smith,A tree grows in Brooklyn,,1
 Beverly,Connor,The Night Killer,Diane Fallon,8
 Beverly,Connor,One Grave Too Many,Diane Fallon Forensic Investigation,1
 Beverly,Connor,Dead Guilty,Diane Fallon Forensic Investigation,2
 Beverly,Connor,Dead Secret,Diane Fallon Forensic Investigation,3
 Beverly,Connor,Dead Past,Diane Fallon Forensic Investigation,4
 Beverly,Connor,Dead Hunt,Diane Fallon Forensic Investigation,5
 Beverly,Connor,Scattered Graves,Diane Fallon Forensic Investigation,6
 Beverly,Connor,Dust to Dust,Diane Fallon Forensic Investigation,7
 Beverly,Barton,Silent Killer,Griffin Powell,5
 Beverly,Barton,Sanctuary,Raintree,3
 Beverly,Barton,Don't Cry,,1
 Bhante Henepola,Gunaratana,Beyond Mindfulness in Plain English,,1
 Bianca & D’Arc,D’Arc,"Once Bitten, Twice Dead",Guardians of the Dark [Bianca D'Arc],2
 Bill,Bryson,A short history of nearly everything,,1
 Bill,Bryson,A walk in the woods: rediscovering America on the Appalachian Trail,,1
 Bill,Myers,Ancient Forces Collection,,1
 Bill,Fawcett,Nebula Awards Showcase 2010,,1
 Bill,Bryson,Neither here nor there: travels in Europe,,1
 Bill,Byson,Notes from a Small Island,,1
 Bill,O'Reilly,Pinheads and Patriots: Where You Stand in the Age of Obama,,1
 Bill,Bryson,Seeing further: the story of science & the Royal Society,,1
 Bill,Simmons,The Book of Basketball: The NBA According to the Sports Guy,,1
 Billy,Crystal,700 Sundays,,1
 Blake,Crouch,Desert Places: a Novel of Terror,Andrew Thomas,1
 Blake,Crouch,Bad Girl,,1
 Blake,Charlton,Spellwright,,1
 Blanc,Nero,Death on the Diagonal,Crossword Mysteries,12
 Bob,Woodward,Obama's Wars,,1
 Bonnie,Vanak,Immortal Wolf,Draicon Werewolves,4
 Boris,Akunin,Turkish Gambit,Erast Fandorin,2
 Bowen,Rhys,Royal Blood,A Royal Spyness Mystery,4
 Boyd,Morrison,The Ark,,1
 Brad,Thor,The Apostle,Harvath,8
 Brad,Thor,The Athena Project: A Thriller,,1
 Brad,Herzog,Turn Left at the Trojan Horse: A Would-Be Hero's American Odyssey,,1
 Brady,Udall,The Lonely Polygamist: A Novel,,1
 Bram,Stoker,Dracula,,1
 Bram,Stoker,The Man,,1
 Brandilyn,Collins,Dark Pursuit,,1
 Brandilyn,Collins,Exposure,,1
 Brandon,Sanderson,Alcatraz Versus the Evil Librarians,Alcatraz,1
 Brandon,Mull,Fablehaven: Rise of the Evening Star,Fablehaven,2
 Brandon,Sanderson,Mistborn: The Final Empire,Mistborn Trilogy,1
 Brandon,Sanderson,The Well of Ascension,Mistborn Trilogy,2
 Brandon,Sanderson,The Hero of Ages,Mistborn Trilogy,3
 Brandon,Sanderson,The Way of Kings,,1
 Brandon & Dorman,Mull,Fablehaven,Fablehaven,1
 Brandon & Dorman,Mull,Grip of the Shadow Plague,Fablehaven,3
 Brandon & Dorman,Mull,Secrets of the Dragon Sanctuary,Fablehaven,4
 Brandon & Dorman,Mull,Fablehaven: Keys to the Demon Prison,Fablehaven,5
 Brenda,Jackson,What a Westmoreland Wants,Silhouette Desire,2010
 Brenda,Joyce,The Darkest Heart,,1
 Brenda,Wineapple,White heat: the friendship of Emily Dickinson and Thomas Wentworth Higginson,,1
 Brenda & Shalvis,Novak,"Mother, Please!",,1
 Brenna,Yovanoff,The Replacement,,1
 Brent,Weeks,The Black Prism,Lightbringer,1
 Brent,Weeks,The Way of Shadows,The Night Angel Trilogy,1
 Brent,Weeks,Shadow's Edge,The Night Angel Trilogy,2
 Brent,Weeks,Beyond the Shadows,The Night Angel Trilogy,3
 Bret Easton,Ellis,Less Than Zero,Clay,1
 Bret Easton,Ellis,Imperial Bedrooms,Clay,2
 Bret Easton,Ellis,American psycho: a novel,,1
 Bret Easton,Ellis,Glamorama,,1
 Brett,Battles,The Unwanted,,1
 Brian,Haig,Secret Sanction,Sean Drummond,1
 Brian,Haig,Mortal Allies,Sean Drummond,2
 Brian,Haig,The Kingmaker,Sean Drummond,3
 Brian,Haig,Private Sector,Sean Drummond,4
 Brian,Haig,The President's Assassin,Sean Drummond,5
 Brian,Haig,Man in the Middle,Sean Drummond,6
 Brian,Falkner,Brain Jack,,1
 Brian,Keene,Darkness on the Edge of Town,,1
 Brian,Haig,The Capitol Game,,1
 Brian,Greene,"The elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory",,1
 Brian,Gallagher,The feng-shui junkie,,1
 Brian,Falkner,The Tomorrow Code,,1
 Brian & Anderson,Herbert,House Atreides,Dune: House Trilogy,1
 Brian & Anderson,Herbert,House Harkonnen,Dune: House Trilogy,2
 Brian & Anderson,Herbert,House Corrino,Dune: House Trilogy,3
 Brian & Anderson,Herbert,The Butlerian Jihad,Dune: Legends of Dune,1
 Brian & Anderson,Herbert,The Machine Crusade,Dune: Legends of Dune,2
 Brian & Anderson,Herbert,The Battle of Corrin,Dune: Legends of Dune,3
 Brian & Anderson,Herbert,Paul of Dune,Dune:Heroes of Dune,1
 Brian & Anderson,Herbert,The Winds of Dune,Dune:Heroes of Dune,2
 Brian & Gordon,Williams,Tunnels,Tunnels,1
 Brian & Gordon,Williams,Deeper (Tunnels),Tunnels,2
 Brian Holden & Keegan,Reid,The American Civil War and the wars of the Industrial Revolution,,1
 Bronwyn,Scott,Arabian Nights with a Rake,,1
 Bruce,McLachlan,Theresa's Punishment,Slaves of the Theocracy,2
 Bruce,Feiler,The Council of Dads,,1
 Bryan,Smith,Depraved,,1
 Bryce,Courtenay,Fortune Cookie,,1
 Brynn,Paulin,Belonging to Them,Daly Way,1
 Burton,Jaci,"Bound, Branded, & Brazen",,1
 C. E.,Murphy,The Queen's Bastard,Inheritor's Cycle,1
 C. E.,Murphy,The Pretender's Crown,Inheritor's Cycle,2
 C. E.,Murphy,Heart of Stone,The Negotiator,1
 C. E.,Murphy,House of Cards,The Negotiator,2
 C. E.,Murphy,Hands of Flame,The Negotiator,3
 C. E.,Murphy,Urban Shaman,The Walker Papers,1
 C. E.,Murphy,Thunderbird Falls,The Walker Papers,2
 C. E.,Murphy,Coyote Dreams,The Walker Papers,3
 C. E.,Murphy,Walking Dead,The Walker Papers,4
 C. E.,Murphy,Demon Hunts,The Walker Papers,5
 C. J.,Box,Nowhere to Run (A Joe Pickett Novel),Joe Pickett,10
 C. J.,Sansom,Sovereign,,1
 C. J.,Chivers,The Gun,,1
 C. S.,Lewis,The magician's nephew,Chronicles of Narnia: Chronological order,1
 C. S.,Lewis,"The Lion, the Witch and the Wardrobe",Chronicles of Narnia: Chronological order,2
 C. S.,Lewis,The horse and his boy,Chronicles of Narnia: Chronological order,3
 C. S.,Lewis,Prince Caspian,Chronicles of Narnia: Chronological order,4
 C. S.,Lewis,The voyage of the Dawn Treader,Chronicles of Narnia: Chronological order,5
 C. S.,Lewis,The silver chair,Chronicles of Narnia: Chronological order,6
 C. S.,Lewis,Last Battle,Chronicles of Narnia: Chronological order,7
 C. S.,Lewis,Out of the Silent Planet,Space Trilogy,1
 C. S.,Lewis,Perelandra,Space Trilogy,2
 C. S.,Lewis,That Hideous Strength,Space Trilogy,3
 C. S.,Lewis,A Grief Observed,,1
 C. S.,Lewis,Mere Christianity,,1
 C. S.,Lewis,"Screwtape letters ; with, Screwtape proposes a toast",,1
 C. T. & Clamp,Adams,Hunter's Moon,Tales of the Sazi,1
 C. T. & Clamp,Adams,Moon's Web,Tales of the Sazi,2
 C. T. & Clamp,Adams,Captive Moon,Tales of the Sazi,3
 C. T. & Clamp,Adams,Howling Moon,Tales of the Sazi,4
 C. T. & Clamp,Adams,Moon's Fury,Tales of the Sazi,5
 C. T. & Clamp,Adams,Timeless Moon,Tales of the Sazi,6
 C. T. & Clamp,Adams,Cold Moon Rising,Tales of the Sazi,7
 C. T. & Clamp,Adams,Serpent Moon,Tales of the Sazi,8
 C. T. & Clamp,Adams,Touch of Evil,Thrall Series,1
 C. T. & Clamp,Adams,Touch of Madness,Thrall Series,2
 C. T. & Clamp,Adams,Touch of Darkness,Thrall Series,3
 Caitlin,Kittredge,Street Magic,Black London,1
 Caitlin,Kittredge,Demon Bound,Black London,2
 Caitlin,Kittredge,Night Life,Nocturne City,1
 Caitlin,Kittredge,Pure Blood,Nocturne City,2
 Caitlin,Kittredge,Second Skin,Nocturne City,3
 Caitlin,Kittredge,Witch Craft,Nocturne City,4
 Caitlin,Kittredge,Daemon's Mark,Nocturne City,5
 Cameron,Dean,Passionate Thirst,Candace Steele Vampire Killer,1
 Cameron,Dean,Luscious Craving,Candace Steele Vampire Killer,2
 Cameron,Dean,Eternal Hunger,Candace Steele Vampire Killer,3
 Cameron,Newham,"Learning the bash Shell, 3rd Edition",,1
 Cameron,Haley,Mob Rules,,1
 Camilla,Gibb,Sweetness in the Belly,,1
 Camy,Tang,Sushi for One?,Sushi,1
 Cara,Carnes,Wolf,,1
 Carlo,Collodi,Pinocchio,,1
 Carlos Ruiz,Zafon,The angel's game,,1
 Carlos Ruiz & Graves,Zafón,The shadow of the wind,,1
 Carol,Goodman,Arcadia Falls,,1
 Carol,Marinelli,Emergency: Wife Lost and Found,,1
 Carol,Shields,The box garden,,1
 Carole Nelson,Douglas,Silver Zombie: Delilah Street: Paranormal Investigator,Delilah Street,4
 Carolyn,Parkhurst,The Nobodies Album,,1
 Carolyn & Palmer,Jessop,Escape,,1
 Carrie,Vaughn,Discord's Apple,,1
 Casey,Mayes,A Deadly Row,,1
 Cassandra,Clare,Clockwork Angel,The Infernal Devices,1
 Cassie,Miles,Colorado Abduction,,1
 Catherine,Banner,The Eyes of a King,Last Descendants,1
 Catherine,Banner,Voices in the Dark,Last Descendants,2
 Catherine,George,The Millionaire's Rebellious Mistress,,1
 Catherine,George,The Power of the Legendary Greek,,1
 Catherine,Jinks,The Reformed Vampire Support Group,,1
 Cathryn,Fox,Instinctive,Pleasure Inn,1
 Cathryn,Fox,All Worked Up,Pleasure Inn,2
 Cathy,Maxwell,Four Dukes and a Devil,Night Huntress,1
 Cathy,Cassidy,Angel Cake,,1
 Cathy,Cassidy,Dizzy,,1
 Cathy,Cassidy,Driftwood,,1
 Cathy,Yardley,Enslave: The Taming of the Beast,,1
 Cathy,Yardley,Ravish: The Awakening of Sleeping Beauty,,1
 Cathy,Williams,The Secret Spanish Love-Child,,1
 Cathy Marie,Buchanan,The Day the Falls Stood Still,,1
 Cesar,Millan,Puppyhood: How to Raise the Perfect Dog,,1
 Chad & Coyne,Millman,"The Ones Who Hit the Hardest: The Steelers, the Cowboys, the '70s, and the Fight for America's Soul",,1
 Chaim,Potok,The gates of November,,1
 Chandra,Hoffman,Chosen: A Novel,,1
 Charlaine,Harris,Real Murders,Aurora Teagarden Mysteries,1
 Charlaine,Harris,A Bone to Pick,Aurora Teagarden Mysteries,2
 Charlaine,Harris,"Three Bedrooms, One Corpse",Aurora Teagarden Mysteries,3
 Charlaine,Harris,The Julius House,Aurora Teagarden Mysteries,4
 Charlaine,Harris,Dead over heels,Aurora Teagarden Mysteries,5
 Charlaine,Harris,A Fool and His Honey,Aurora Teagarden Mysteries,6
 Charlaine,Harris,Last scene alive,Aurora Teagarden Mysteries,7
 Charlaine,Harris,Poppy done to death,Aurora Teagarden Mysteries,8
 Charlaine,Harris,Dead Giveaway,Lily Bard,0
 Charlaine,Harris,Shakespeare's Landlord,Lily Bard Mysteries,1
 Charlaine,Harris,Shakespeare's Champion,Lily Bard Mysteries,2
 Charlaine,Harris,Shakespeare's Christmas,Lily Bard Mysteries,3
 Charlaine,Harris,Shakespeare's Trollop,Lily Bard Mysteries,4
 Charlaine,Harris,Shakespeare's Counselor,Lily Bard Mysteries,5
 Charlaine,Harris,Death's Excellent Vacation,Southern Vampire Mysteries,0.5
 Charlaine,Harris,Dead Until Dark,Southern Vampire Mysteries,1
 Charlaine,Harris,Living dead in Dallas,Southern Vampire Mysteries,2
 Charlaine,Harris,Club Dead,Southern Vampire Mysteries,3
 Charlaine,Harris,Dead to the World,Southern Vampire Mysteries,4
 Charlaine,Harris,A Touch of Dead,Southern Vampire Mysteries,4.5
 Charlaine,Harris,Dead as a doornail,Southern Vampire Mysteries,5
 Charlaine,Harris,Definitely dead,Southern Vampire Mysteries,6
 Charlaine,Harris,All Together Dead,Southern Vampire Mysteries,7
 Charlaine,Harris,From Dead to Worse,Southern Vampire Mysteries,8
 Charlaine,Harris,Dead and Gone,Southern Vampire Mysteries,9
 Charlaine,Harris,Dead in the Family,Southern Vampire Mysteries,10
 Charlene,Sands,Million-Dollar Marriage Merger,,1
 Charles,Todd,A Duty to the Dead,Bess Crawford,1
 Charles,Todd,An Impartial Witness: A Bess Crawford Mystery,Bess Crawford,2
 Charles,Williams,A Touch of Death,Hard Case Crime,17
 Charles,Todd,The Red Door,Inspector Ian Rutledge Mysteries,12
 Charles,Stross,Overtime: A Tor.Com Original,The Laundry,5
 Charles,Dickens,A Christmas carol,,1
 Charles,Dickens,A Tale of Two Cities,,1
 Charles,Williams,Aground,,1
 Charles,Williams,All the way,,1
 Charles,Williams,And the deep blue sea,,1
 Charles,Williams,Big city girl,,1
 Charles,Dickens,Bleak House,,1
 Charles,Dickens,David Copperfield,,1
 Charles,Williams,Dead calm,,1
 Charles,Williams,Girl out back,,1
 Charles,Williams,"Go home, stranger",,1
 Charles,Dickens,Great Expectations,,1
 Charles,Williams,"Gulf coast girl: original title, Scorpion reef",,1
 Charles,Dickens,Hard Times,,1
 Charles,Williams,Hell Hath No Fury,,1
 Charles,Williams,Hill girl,,1
 Charles,Yu,How to Live Safely in a Science Fictional Universe,,1
 Charles,Williams,Man on a leash,,1
 Charles,Williams,Man on the run,,1
 Charles,Williams,Nothing in Her Way,,1
 Charles,Dickens,Oliver Twist,,1
 Charles,Dickens,Our mutual friend,,1
 Charles,Stross,Palimpsest,,1
 Charles,Williams,River Girl,,1
 Charles,Williams,Talk of the town,,1
 Charles,Brokaw,The Atlantis Code,,1
 Charles,Darwin,The Autobiography of Charles Darwin,,1
 Charles,Williams,The Big Bite,,1
 Charles,Williams,The diamond bikini,,1
 Charles,Nicholl,The Lodger Shakespeare: His Life on Silver Street,,1
 Charles,Williams,The long Saturday night,,1
 Charles,Dickens,The old curiosity shop: a tale,,1
 Charles,Darwin,"The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life",,1
 Charles,Williams,The sailcloth shroud,,1
 Charles,Williams,The wrong Venus,,1
 Charles,Stross,Wireless,,1
 Charles & Kindahl,Bell,MySQL High Availability,,1
 Charles P.,Pierce,Idiot America: How Stupidity Became a Virtue in the Land of the Free,,1
 Charlie,Huston,Already Dead,Joe Pitt,1
 Charlie,Huston,No Dominion,Joe Pitt,2
 Charlie,Huston,Half the Blood of Brooklyn,Joe Pitt,3
 Charlie,Huston,Every Last Drop,Joe Pitt,4
 Charlie,Huston,My Dead Body,Joe Pitt,5
 Charlie,Carillo,Raising Jake,,1
 Charlie,Nardozzi,Vegetable Gardening for Dummies,,1
 Charlotte,Bronte,Jane Eyre,,1
 Chaz,McGee,Angel Interrupted,,1
 Chelsea,Handler,"Are You There, Vodka? It's Me, Chelsea",,1
 Chelsea,Handler,Chelsea Chelsea Bang Bang,,1
 Chelsea,Handler,My Horizontal Life: A Collection of One-Night Stands,,1
 Cherie,Priest,Boneshaker,The Clockwork Century,1
 Cherie,Priest,Clementine,The Clockwork Century,2
 Cherie,Priest,Dreadnought,The Clockwork Century,3
 Chet,Raymo,Skeptics and true believers: the exhilarating connection between science and religion,,1
 China,Miéville,Perdido Street Station,Bas-Lag,1
 China,Miéville,The Scar,Bas-Lag,2
 China,Miéville,Iron Council,,1
 China,Miéville,Kraken,,1
 Chinua,Achebe,Things fall apart,,1
 Choderlos de,Laclos,Dangerous liaisons,,1
 Chris,Mooney,The Missing,Darby McCormick,1
 Chris,Stewart,Driving Over Lemons: An Optimist in Spain,Driving Over Lemons,1
 Chris,Kuzneski,The Plantation,Payne and Jones,1
 Chris,Kuzneski,Sign of the Cross,Payne and Jones,2
 Chris,Kuzneski,Sword of God,Payne and Jones,3
 Chris,Kuzneski,The Prophecy,Payne and Jones,5
 Chris,Kuzneski,The Secret Crown,Payne and Jones,6
 Chris,Kuzneski,The Lost Throne,Payne and Jones,7
 Chris,Wooding,The Skein of Lament,The Braided Path,2
 Chris,Bohjalian,The Double Bind,,1
 Chris,Stewart,Three Ways to Capsize a Boat: An Optimist Afloat,,1
 Chris,Ryan,Who Dares Wins,,1
 Chris J.,Randolph,Stars Rain Down,,1
 Chris Takemura; Luke S.,Crawford,The Book of Xen,,1
 Christian,Cantrell,Containment,,1
 Christie,Golden,Fate of the Jedi: Omen,Star Wars: Fate of the Jedi,2
 Christie,Golden,Arthas: Rise of the Lich King,World of Warcraft,6
 Christie,Golden,World of Warcraft: The Shattering: Prelude to Cataclysm,World of Warcraft,7
 Christie,Ridgway,Mad Enough to Marry,,1
 Christina,Perozzi,The Naked Pint: An Unadulterated Guide to Craft Beer,,1
 Christine,Barber,The Bone Fire: A Mystery,,1
 Christine,Barber,The Replacement Child,,1
 Christopher,Fowler,The Water Room,Bryant and May,2
 Christopher,Fowler,White corridor,Bryant and May,5
 Christopher,Golden,The Chamber of Ten,Hidden Cities,3
 Christopher,Moore,Bloodsucking fiends: a love story,Love Story,1
 Christopher,Moore,You Suck: A Love Story,Love Story,2
 Christopher,Moore,The Lust Lizard of Melancholy Cove,Pine Cove,2
 Christopher,Moore,The stupidest angel: a heartwarming tale of Christmas terror,Pine Cove,3
 Christopher,Paolini,Eragon,The Inheritance Cycle,1
 Christopher,Paolini,Eldest,The Inheritance Cycle,2
 Christopher,Paolini,Brisingr,The Inheritance Cycle,3
 Christopher,Moore,A Dirty Job,,1
 Christopher,Bohjalian,Before You Know Kindness,,1
 Christopher,McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",,1
 Christopher,Fowler,Breathe,,1
 Christopher,Fowler,Bryant & May on the Loose: A Peculiar Crimes Unit Mystery,,1
 Christopher,Moore,Coyote blue,,1
 Christopher,Buckley,Florence of Arabia,,1
 Christopher,Moore,"Fluke: Or, I Know Why the Winged Whale Sings",,1
 Christopher,Moore,Fool,,1
 Christopher,Hitchens,God Is Not Great: How Religion Poisons Everything,,1
 Christopher,Moore,Island of the Sequined Love Nun,,1
 Christopher,Brookmyre,Pandaemonium,,1
 Christopher,Buckley,Thank You for Smoking,,1
 Christopher,Buecheler,The Blood That Bonds,,1
 Christopher,Hitchens,The Portable Atheist: Essential Readings for the Nonbeliever,,1
 Christopher,Priest,The Prestige,,1
 Christy,English,The Queen's Pawn,,1
 Chuck,Palahniuk,Choke: a novel,,1
 Chuck,klosterman,Chuck Klosterman on Film and Television,,1
 Chuck,klosterman,Chuck Klosterman on Media and Culture,,1
 Chuck,klosterman,Chuck Klosterman on Pop,,1
 Chuck,Klosterman,Chuck Klosterman on Rock,,1
 Chuck,Palahniuk,Diary,,1
 Chuck,klosterman,Eating the Dinosaur,,1
 Chuck,Palahniuk,Fight Club: a novel,,1
 Chuck,Palahniuk,"Fugitives and refugees: a walk in Portland, Oregon",,1
 Chuck,Palahniuk,Haunted: a novel of stories,,1
 Chuck,Palahniuk,Invisible Monsters,,1
 Chuck,Palahniuk,Lullaby: a novel,,1
 Chuck,Hogan,Prince of Thieves,,1
 Chuck,Palahniuk,Pygmy,,1
 Chuck,Palahniuk,Rant: An Oral Biography of Buster Casey,,1
 Chuck,klosterman,"Sex, Drugs, and Cocoa Puffs",,1
 Chuck,Palahniuk,Snuff,,1
 Chuck,Palahniuk,Survivor: a novel,,1
 Chuck,Palahniuk,Tell-All,,1
 Cierra,Rantoul,My Best Friends Have Hairy Legs,,1
 Cindi,Myers,Rock my world,,1
 Cindy K.,Green,A Funny Thing Happened on the Way to Your Wedding,,1
 Claire,Cook,The Wildwater Walking Club,,1
 Claudia,Roden,"Arabesque: a taste of Morocco, Turkey, and Lebanon",,1
 Cleo,Coyle,Through the Grinder,Coffeehouse Mysteries,2
 Cleo,Coyle,Latte Trouble,Coffeehouse Mysteries,3
 Cleo,Coyle,Murder Most Frothy,Coffeehouse Mysteries,4
 Cleo,Coyle,Decaffeinated Corpse,Coffeehouse Mysteries,5
 Cleo,Coyle,French Pressed,Coffeehouse Mysteries,6
 Cleo,Coyle,Espresso Shot,Coffeehouse Mysteries,7
 Cleo,Coyle,Holiday Grind,Coffeehouse Mysteries,8
 Cleo,Coyle,Roast Mortem,Coffeehouse Mysteries,9
 Clive,Cussler,Pacific Vortex!,Dirk Pitt,1
 Clive,Cussler,The Mediterranean Caper,Dirk Pitt,2
 Clive,Cussler,Raise the Titanic!,Dirk Pitt,4
 Clive,Cussler,Night Probe!,Dirk Pitt,6
 Clive,Cussler,Deep Six,Dirk Pitt,7
 Clive,Cussler,Cyclops,Dirk Pitt,8
 Clive,Cussler,Treasure,Dirk Pitt,9
 Clive,Cussler,Dragon,Dirk Pitt,10
 Clive,Cussler,Sahara Trade Paper,Dirk Pitt,11
 Clive,Cussler,Inca Gold,Dirk Pitt,12
 Clive,Cussler,Shock Wave,Dirk Pitt,13
 Clive,Cussler,Flood Tide,Dirk Pitt,14
 Clive,Cussler,Atlantis Found,Dirk Pitt,15
 Clive,Cussler,Valhalla Rising,Dirk Pitt,16
 Clive,Cussler,Trojan Odyssey,Dirk Pitt,17
 Clive,Cussler,The Numa Files 1. Serpent.,NUMA Files,1
 Clive,Cussler,Iceberg,,1
 Clive,Barker,Imajica I: The Fifth Dominion,,1
 Clive,Barker,The Hellbound Heart,,1
 Clive,Cussler,Vixen,,1
 Clive & Cussler,Cussler,Black Wind,Dirk Pitt,18
 Clive & Kemprecos,Cussler,Fire Ice,NUMA Files,3
 Clive & Kemprecos,Cussler,White Death,NUMA Files,4
 Clive & Kemprecos,Cussler,Lost City,NUMA Files,5
 Clive & Kemprecos,Cussler,Polar Shift,NUMA Files,6
 Clive & Kemprecos,Cussler,The navigator: a novel from the NUMA files,NUMA Files,7
 Clive & Kemprecos,Cussler,Medusa,NUMA Files,8
 Clive & Kemprecos,Cussler,Blue Gold,,1
 Cody,Lundin,98.6 degrees: the art of keeping your ass alive,,1
